timepoint,eeg_feature,geneset,pvalue,es,ranks,nfeatures,q₀,qₜ,qᵧ
6m,peak_latency_P1_corrected,Acetate synthesis,0.1218,-0.11164872269191939,"[541, 7323, 16494, 17153, 25891, 27316, 27324, 31098, 33472, 38544, 42429, 44097, 49892, 50516, 52123, 56789, 62133, 67613, 67688, 87403, 100289, 104582, 118018, 129451, 140700, 143347, 167519, 194548, 196380, 207590, 226292, 229218, 231262, 234787, 238000, 257411, 283275, 303179, 303957, 308259, 341950, 346015, 346507, 354145, 374718, 376661, 378542, 379821, 379855, 390073, 405457, 412024, 415386, 415412, 417254, 424315, 429147, 450267, 457222, 470172, 478349, 478574, 478798, 481491, 490013, 493686, 495686, 503507, 504791, 518390, 537051, 538739, 541142, 545711, 556233, 578022, 582386, 599453, 603980, 608456, 610023, 622222]",641532,0.2946086956521739,0.29542978723404256,0.21924000000000002
6m,peak_latency_N2_corrected,S-Adenosylmethionine synthesis,0.1214,0.18048116204686765,"[15098, 18191, 44500, 46934, 71307, 75510, 93475, 107612, 167211, 226124, 227452, 328697, 334621, 334696, 397104, 417727, 418718, 444257, 455584, 493024, 555763, 581051, 587153, 596276, 600006, 611750, 619312, 631357, 634660]",641532,0.2946086956521739,0.29542978723404256,0.2428
6m,peak_latency_N2_corrected,Propionate degradation,0.1142,-0.34610630311570567,"[116035, 146750, 333621, 412043, 427604, 459212, 539299, 620773]",641532,0.2946086956521739,0.29542978723404256,0.2356
6m,peak_amp_P1_corrected,S-Adenosylmethionine synthesis,0.1174,0.18712633214229063,"[24891, 29323, 53727, 61114, 73333, 94481, 97425, 106688, 158430, 160194, 169379, 183441, 185815, 188045, 212557, 216445, 220731, 221183, 296057, 297680, 341899, 348129, 358071, 378748, 438315, 470660, 516002, 600244, 636425]",641532,0.2946086956521739,0.29542978723404256,0.2428
6m,peak_amp_N2_corrected,S-Adenosylmethionine synthesis,0.1192,-0.18573832024974535,"[5113, 6358, 17397, 29852, 40289, 40438, 47533, 71221, 83786, 94702, 111102, 143254, 185976, 229765, 274752, 287976, 344131, 348363, 373308, 389653, 392968, 404222, 410958, 417152, 454882, 463294, 483992, 596733, 635653]",641532,0.2946086956521739,0.29542978723404256,0.2428
12m,peak_latency_P1_corrected,Tryptophan synthesis,0.113,-0.10165435130490025,"[10172, 14357, 17218, 27043, 36966, 39497, 44145, 44550, 47383, 47889, 58458, 91547, 96206, 102718, 125535, 127115, 128577, 137374, 153839, 161650, 167663, 172092, 175438, 178141, 188844, 194785, 206775, 211088, 221916, 225329, 226242, 229211, 234344, 238292, 254271, 261944, 264137, 264869, 267003, 279062, 295869, 297073, 306803, 315274, 318027, 322736, 322772, 325876, 329579, 339003, 339852, 346479, 353820, 362788, 366005, 369562, 375256, 381828, 383812, 387767, 388236, 394605, 401938, 402213, 405092, 406964, 427039, 496742, 509770, 518711, 518774, 523486, 525615, 526434, 526968, 527908, 529318, 529680, 542282, 554727, 558113, 560460, 571582, 575181, 578040, 582067, 582824, 584885, 595852, 611570, 611667, 639359, 651294, 651632, 660755, 676508, 694822, 706088, 708852, 714090, 715838, 731531]",733858,0.2946086956521739,0.23855555555555558,0.15646153846153846
12m,peak_latency_P1_corrected,Quinolinic acid synthesis,0.1192,0.18374270318825098,"[7539, 56136, 56839, 66507, 80956, 89334, 255058, 261725, 273488, 278903, 286858, 312690, 339643, 348127, 353094, 378490, 380958, 391372, 428892, 448540, 520346, 537692, 546749, 578688, 584212, 617142, 631581, 727991, 732161]",733858,0.2946086956521739,0.2470690909090909,0.32580000000000003
12m,peak_latency_N2_corrected,Isovaleric acid synthesis,0.1112,-0.18125798042317876,"[5130, 9552, 75553, 117865, 176889, 196722, 198835, 206354, 339437, 343716, 352051, 355897, 375156, 394184, 409223, 438388, 450605, 456111, 456513, 469635, 504228, 543683, 544729, 549407, 559449, 598234, 617578, 631049, 641424, 676155, 682409]",733858,0.2946086956521739,0.23855555555555558,0.30623999999999996
12m,peak_amp_N2_corrected,Inositol degradation,0.1116,-0.34951379577242153,"[98436, 149205, 301082, 306986, 513532, 513757, 526158, 620614]",733856,0.2946086956521739,0.23855555555555558,0.1674
12m,peak_latency_N2_corrected,17-beta-Estradiol degradation,0.125,-0.2756725508478263,"[9502, 27832, 68361, 125279, 174378, 299648, 342372, 351308, 369195, 379903, 390659, 525167, 612873]",733858,0.29676258992805754,0.2544642857142857,0.37182857142857145
3m,peak_amp_P1_corrected,Glutamate synthesis,0.1268,-0.16086958440392174,"[12758, 14642, 15000, 29876, 29883, 31126, 37118, 40900, 61175, 94392, 108293, 128632, 129073, 137681, 138164, 143216, 144948, 211560, 220511, 249639, 256020, 287702, 288312, 316650, 434561, 435555, 440820, 441457, 444542, 495103, 502111, 518478, 531184, 533959, 545852, 558532, 567056, 569123]",572522,0.2988857142857143,0.3382604651162791,0.2853
6m,peak_latency_N2_corrected,Butyrate synthesis,0.1294,0.2138054864664385,"[72119, 93183, 115857, 173604, 203198, 235037, 327607, 371146, 403527, 404722, 434138, 453083, 455974, 473448, 528856, 528887, 532877, 575508, 593373, 601148, 631028]",641532,0.3028510638297872,0.30732499999999996,0.2546181818181818
12m,peak_amp_P1_corrected,GABA synthesis,0.1306,0.27540999802410593,"[56869, 111827, 148720, 257861, 394505, 437803, 479946, 488739, 503153, 513545, 684799, 707795]",733857,0.3035070422535211,0.2612,0.3741
3m,peak_latency_N2_corrected,17-beta-Estradiol degradation,0.1324,-0.280331930155514,"[39600, 43562, 100688, 136123, 197809, 229099, 256954, 273084, 324455, 373089, 444570, 466394]",572522,0.3055384615384615,0.3382604651162791,0.37182857142857145
3m,peak_latency_P1_corrected,Glutamate degradation,0.1388,0.2695411433861417,"[39441, 167599, 227504, 257411, 278400, 310141, 330963, 362680, 380519, 467468, 500345, 500363]",572522,0.31139597315436246,0.3382604651162791,0.24984
3m,peak_amp_P1_corrected,Quinolinic acid degradation,0.1388,-0.13201358950291636,"[1829, 8233, 16430, 17385, 17997, 26397, 44294, 49546, 53207, 54199, 61941, 81392, 91740, 93136, 98876, 126443, 127986, 129490, 140138, 146953, 163059, 169448, 186511, 207489, 214495, 219714, 239485, 240660, 263682, 263801, 283792, 285672, 307604, 320730, 322514, 345747, 350111, 355969, 386990, 393613, 396632, 416381, 417919, 450939, 480120, 493687, 493860, 495051, 498252, 498321, 498385, 534699, 564812, 569128]",572522,0.31139597315436246,0.3382604651162791,0.3367636363636364
3m,peak_amp_P1_corrected,Propionate degradation,0.1406,-0.3502865177581123,"[33267, 54462, 58558, 64552, 65844, 211181, 230577]",572522,0.31139597315436246,0.3382604651162791,0.23989090909090913
3m,peak_amp_N2_corrected,Butyrate synthesis,0.139,-0.26293829173259897,"[66966, 98553, 148728, 151564, 179756, 191912, 213073, 301462, 353837, 407319, 444823, 481361, 485012]",572522,0.31139597315436246,0.3382604651162791,0.2546181818181818
12m,peak_amp_N2_corrected,Tryptophan synthesis,0.1402,-0.09701843760533732,"[8576, 12095, 26057, 26761, 42125, 42173, 48275, 58632, 59394, 61997, 62441, 70397, 73804, 78459, 88500, 88723, 92821, 92912, 99912, 102833, 103919, 106141, 109689, 111118, 114852, 115991, 120218, 144931, 146399, 149558, 150331, 156201, 156727, 156783, 158716, 161037, 163985, 168010, 172662, 172804, 181178, 188998, 189137, 196035, 196610, 212033, 217019, 219375, 222265, 225319, 228178, 229827, 239917, 240088, 241640, 242244, 252701, 253120, 253598, 254766, 259356, 272174, 293048, 294971, 295523, 297117, 299244, 304938, 309862, 312223, 313827, 318722, 334107, 360611, 360794, 361920, 371887, 374769, 378559, 431028, 447373, 451264, 452069, 452631, 452902, 453117, 454593, 484098, 514572, 543058, 556271, 600923, 654813, 668606, 668990, 669214, 670010, 680266, 708696, 709173, 717970, 719237]",733856,0.31139597315436246,0.27089491525423726,0.174
12m,peak_amp_N2_corrected,p-Cresol synthesis,0.137,0.23608552272975036,"[40579, 55980, 61365, 148743, 153380, 165529, 171977, 202194, 278747, 284218, 335540, 339651, 429329, 453839, 506204, 518229]",733856,0.31139597315436246,0.26927586206896553,0.3357
3m,peak_amp_P1_corrected,p-Cresol synthesis,0.1426,-0.28392134109054834,"[114069, 162549, 189060, 215503, 245620, 285372, 294079, 305370, 464950, 501171, 563010]",572522,0.31372000000000005,0.3382604651162791,0.3357
6m,peak_amp_N1,17-beta-Estradiol degradation,0.1446,0.23508883644367407,"[12223, 13881, 78203, 150602, 209001, 271543, 278683, 304707, 318894, 337141, 412662, 464376, 525680, 571374, 576096, 585330]",641532,0.31480263157894733,0.3212,0.37182857142857145
12m,peak_amp_P1_corrected,Tryptophan synthesis,0.145,-0.09624626267703555,"[2877, 17979, 24723, 25080, 26322, 26514, 34482, 39561, 41572, 41608, 47892, 65826, 66755, 68810, 69330, 73374, 73411, 74575, 78914, 80794, 87769, 87829, 91312, 98962, 104086, 112848, 113683, 118829, 119744, 126596, 133259, 133832, 140438, 153367, 187594, 188020, 188327, 188472, 188587, 215599, 224063, 263358, 267750, 270925, 279334, 279423, 283176, 309106, 322156, 329229, 330899, 338337, 340386, 341503, 341887, 344170, 346836, 353354, 354945, 369641, 392905, 394837, 398878, 430795, 437160, 437627, 439794, 463318, 466670, 473857, 481642, 502721, 502854, 517653, 520180, 524163, 531981, 538661, 542136, 543369, 566155, 577505, 584466, 590352, 608708, 638473, 645738, 646123, 647066, 659310, 660567, 661159, 661282, 662235, 663442, 666010, 690141, 703948, 703979, 710592, 724884, 731637]",733857,0.31480263157894733,0.27549999999999997,0.174
3m,peak_amp_N1,Quinolinic acid synthesis,0.15,0.21049781674322637,"[1718, 48538, 77471, 77985, 82040, 130642, 131123, 136311, 249740, 261126, 343881, 372404, 394761, 425421, 426188, 444621, 494299, 500172, 501256]",572522,0.3157070063694267,0.3477272727272727,0.32580000000000003
6m,peak_latency_N2_corrected,p-Cresol synthesis,0.1492,0.2246568898714486,"[14516, 14979, 49176, 73493, 88097, 128461, 139586, 198353, 203120, 265004, 329214, 331319, 504963, 509958, 526502, 527253, 528963]",641532,0.3157070063694267,0.3212,0.3357
6m,peak_latency_N2_corrected,Acetate synthesis,0.1502,0.10461195956569434,"[419, 5649, 14480, 15127, 22096, 23110, 27818, 28267, 42566, 43126, 44621, 49164, 54305, 59444, 70707, 71764, 72141, 78565, 90205, 106373, 107124, 116008, 121053, 121226, 170429, 181248, 197451, 201234, 203186, 203246, 206603, 224481, 247496, 265563, 266257, 270141, 300074, 300508, 308667, 329928, 331654, 332823, 332854, 344204, 344880, 361343, 375671, 375846, 404250, 405414, 406704, 420363, 425571, 429054, 430386, 438889, 475680, 479501, 482360, 484573, 492147, 493486, 514292, 516096, 516606, 526401, 526956, 530065, 531345, 532563, 538885, 560099, 566333, 570562, 570610, 599753, 603489, 603957, 609985, 631426, 634309, 640679]",641532,0.3157070063694267,0.3212,0.24578181818181818
6m,peak_amp_N1,Propionate degradation,0.1466,-0.3239512473422662,"[169553, 178829, 181108, 191385, 232514, 382361, 523592, 549252]",641532,0.3157070063694267,0.3212,0.23989090909090913
12m,peak_amp_N2_corrected,S-Adenosylmethionine synthesis,0.1486,0.1761017336464204,"[7213, 12100, 40813, 51118, 101428, 110177, 119497, 162470, 167700, 207283, 207952, 209442, 229607, 271993, 273841, 277111, 278843, 285249, 291556, 300151, 308477, 386787, 389920, 452886, 484646, 507615, 519424, 670389, 678607]",733856,0.3157070063694267,0.2777114754098361,0.2595272727272727
6m,peak_latency_N1,Butyrate synthesis,0.1528,0.20398380876221484,"[31496, 41681, 42142, 45852, 112823, 146275, 178949, 182281, 276219, 321961, 372572, 412056, 478755, 516843, 519119, 577163, 577950, 593162, 610527, 610616, 630456]",641532,0.3191392405063291,0.3212,0.2546181818181818
6m,peak_latency_P1_corrected,Propionate synthesis,0.157,0.2181422904774227,"[34622, 36656, 130750, 163748, 193898, 203971, 208680, 299718, 302896, 416941, 417053, 417964, 428095, 429103, 430366, 504822, 516889, 571613]",641532,0.3214969325153374,0.3212,0.42762857142857147
6m,peak_amp_N1,S-Adenosylmethionine synthesis,0.1586,-0.17450043370668245,"[1989, 23311, 28486, 42562, 51863, 68718, 72581, 110614, 115912, 145012, 145403, 167734, 199596, 264691, 270691, 303117, 311891, 319526, 320758, 357635, 359694, 425103, 471244, 516204, 525154, 525268, 574290, 576757, 620377]",641532,0.3214969325153374,0.3212,0.2595272727272727
6m,peak_amp_N2_corrected,Butyrate synthesis,0.1556,-0.203371860676256,"[83974, 106114, 138379, 184918, 257159, 257189, 262410, 272235, 272830, 283531, 295913, 338353, 364186, 385827, 396417, 415706, 558514, 572694, 573658, 581588, 625749]",641532,0.3214969325153374,0.3212,0.2546181818181818
12m,peak_latency_N1,Isovaleric acid synthesis,0.1588,0.1660229706695914,"[11354, 11406, 56662, 70639, 72459, 86637, 161574, 239993, 241734, 278640, 302351, 329891, 349151, 415547, 441644, 481723, 482469, 486101, 495226, 497201, 498692, 519537, 537987, 633042, 644159, 646753, 671009, 690235, 711092, 715997, 716332]",733856,0.3214969325153374,0.28735238095238097,0.30623999999999996
12m,peak_latency_P1_corrected,GABA synthesis,0.1564,0.2682431554667692,"[20541, 43564, 62392, 209408, 286809, 331915, 336309, 412341, 525174, 527002, 670680, 698618]",733858,0.3214969325153374,0.28735238095238097,0.3741
6m,peak_latency_P1_corrected,Menaquinone synthesis,0.1606,-0.10501058535946572,"[10977, 11847, 13791, 16893, 31557, 51890, 54130, 58317, 62198, 63308, 68009, 83594, 87520, 94730, 118400, 121641, 121718, 130817, 139668, 139825, 141062, 141213, 141642, 151077, 158105, 158467, 163966, 165117, 172575, 172914, 193694, 204512, 211260, 219491, 221546, 243962, 256858, 258127, 262402, 270448, 270722, 282158, 313379, 338444, 379758, 380624, 381811, 394374, 396256, 405130, 416126, 440675, 449854, 459471, 479673, 493271, 494939, 496855, 499739, 504949, 530051, 531504, 536162, 542342, 543017, 546902, 546976, 547027, 548903, 553417, 568904, 571980, 592239, 609146, 616973, 621224, 621656, 636111, 638489, 640649]",641532,0.32315853658536586,0.3212,0.2664
3m,peak_latency_N1,Isovaleric acid synthesis,0.1624,0.1724334977434573,"[89722, 99591, 108673, 134345, 163001, 184856, 201967, 272102, 280731, 284728, 287040, 289646, 292531, 313333, 358429, 358529, 359122, 373335, 399632, 403118, 434662, 485255, 491197, 500778, 501828, 525928, 553982, 572172]",572522,0.3236385542168675,0.3609913043478261,0.30623999999999996
3m,peak_amp_N2_corrected,Menaquinone synthesis,0.1628,0.10134320457971792,"[7009, 23961, 27057, 28223, 29700, 30809, 32018, 37379, 42145, 48530, 52463, 54360, 55024, 55597, 73779, 88351, 95101, 102111, 115950, 141398, 154596, 172836, 185295, 190749, 199854, 210488, 217834, 222139, 228899, 229969, 239672, 240119, 240176, 240341, 253705, 256754, 256870, 279543, 279881, 289376, 291985, 305950, 314265, 324413, 326206, 326816, 332117, 332288, 344245, 347310, 353472, 361275, 363803, 367275, 385582, 400135, 418703, 422019, 426957, 428130, 430741, 437670, 441225, 442403, 444384, 444871, 445316, 477622, 478240, 479768, 480668, 482910, 484584, 488149, 489174, 496999, 497626, 510712, 535902, 541947, 547593, 560437, 562979, 564526, 569235]",572522,0.3236385542168675,0.3609913043478261,0.2664
12m,peak_latency_P1_corrected,Inositol synthesis,0.1686,-0.2398697815884575,"[562, 55904, 74403, 89310, 97259, 113237, 121363, 135849, 212241, 279804, 314180, 586651, 637729, 642668]",733858,0.3331616766467066,0.2983267605633803,0.3426545454545455
12m,peak_amp_N2_corrected,Glutamate degradation,0.1734,-0.22334023765398447,"[92839, 94472, 248871, 281311, 282179, 287450, 448442, 451499, 452106, 452257, 486814, 514146, 518994, 524401, 636441, 640043]",733856,0.34060714285714283,0.2983267605633803,0.2837454545454546
12m,peak_latency_N1,Quinolinic acid synthesis,0.1754,-0.16588237488841562,"[42154, 69362, 93383, 95129, 157505, 181558, 237143, 289549, 298946, 304786, 318683, 378638, 381909, 424112, 442469, 442774, 465372, 484306, 486217, 523407, 527453, 573124, 627930, 629138, 630357, 634498, 708868, 716134, 717636]",733856,0.34249704142011833,0.2983267605633803,0.32580000000000003
3m,peak_amp_N2_corrected,Glutamate synthesis,0.1828,0.14519192262417627,"[17362, 18304, 29773, 37779, 64239, 76164, 76516, 82484, 82836, 124047, 128922, 129276, 146159, 151057, 173226, 173634, 190582, 200404, 264951, 270363, 272459, 316638, 323497, 325288, 332149, 342875, 344840, 348662, 372227, 385348, 393808, 426300, 463141, 479101, 493797, 494028, 533263, 542799]",572522,0.3477257142857143,0.3857731343283582,0.30672
6m,peak_amp_P1_corrected,GABA synthesis,0.182,0.24383077807995862,"[14191, 33026, 40631, 44954, 133366, 217118, 305277, 386421, 396642, 435274, 552857, 564242, 586979]",641532,0.3477257142857143,0.35772413793103447,0.3741
12m,peak_latency_N1,Tryptophan synthesis,0.1798,-0.08997702227176951,"[14858, 24106, 29433, 30553, 30977, 42476, 46100, 64887, 75871, 76436, 89649, 96362, 97036, 117119, 120937, 149411, 163873, 232342, 237107, 254037, 263686, 266273, 268340, 269465, 282507, 285542, 288640, 293317, 299072, 299264, 304349, 306552, 306970, 307198, 310497, 318142, 318412, 321170, 324873, 333004, 339261, 356375, 362391, 370427, 372077, 372640, 386414, 387865, 390337, 393833, 399177, 404500, 407643, 416454, 417029, 419795, 435124, 465423, 479891, 480895, 482731, 489679, 505045, 505365, 533434, 538291, 545754, 545847, 553396, 559271, 564144, 564534, 581094, 589141, 591125, 591171, 595331, 601674, 606883, 611029, 611936, 624735, 628993, 639851, 655301, 661705, 661725, 664128, 671532, 672835, 678846, 680340, 681423, 691188, 693198, 693519, 693549, 709281, 710038, 716863, 720129, 725564]",733856,0.3477257142857143,0.2983267605633803,0.20227499999999998
12m,peak_latency_P1_corrected,17-beta-Estradiol degradation,0.1844,-0.24146840901741462,"[14722, 158468, 175645, 193642, 230237, 278273, 329518, 357513, 488003, 571553, 593680, 678048, 693043]",733858,0.3477257142857143,0.2983267605633803,0.37860000000000005
12m,peak_latency_N2_corrected,Inositol synthesis,0.1834,-0.23139367105659664,"[2593, 120454, 160231, 210820, 274594, 281115, 290397, 294325, 401074, 467829, 501156, 582703, 662619, 686376]",733858,0.3477257142857143,0.2983267605633803,0.3426545454545455
12m,peak_amp_N1,Quinolinic acid synthesis,0.1802,-0.16660095863862118,"[6667, 51609, 52900, 57306, 80135, 80501, 135292, 149385, 176481, 188089, 205722, 244110, 278098, 278676, 328800, 389543, 391969, 420215, 445403, 448221, 460631, 485867, 515993, 521045, 538749, 563873, 616281, 632023, 721007]",733857,0.3477257142857143,0.2983267605633803,0.32580000000000003
12m,peak_amp_N2_corrected,Isovaleric acid synthesis,0.1858,0.1590099599645252,"[3798, 9886, 19933, 37581, 47940, 48157, 68613, 95088, 105061, 109469, 122464, 128609, 146158, 154231, 167950, 198026, 238814, 243787, 286178, 297858, 416618, 427486, 453774, 479741, 507258, 570671, 679377, 683615, 685444, 702761, 733294]",733856,0.348375,0.2983267605633803,0.30623999999999996
3m,peak_latency_N2_corrected,Isovaleric acid synthesis,0.1876,-0.1690060132882241,"[1711, 28606, 47804, 98829, 101899, 102166, 112996, 119903, 121638, 144619, 169997, 206574, 211273, 219124, 242308, 254008, 264620, 279215, 286467, 288004, 341935, 354812, 400002, 407417, 420961, 456993, 458831, 498837]",572522,0.3497627118644067,0.3857731343283582,0.30623999999999996
6m,peak_amp_N1,Isovaleric acid synthesis,0.1908,-0.16369875336406903,"[22507, 33383, 38798, 74601, 82795, 86261, 105063, 111032, 112182, 133313, 156546, 171850, 184404, 217370, 224567, 258602, 271181, 281229, 291632, 317363, 352233, 356418, 357029, 370839, 371378, 447899, 466618, 590672, 640771]",641532,0.352122905027933,0.35863058823529415,0.30623999999999996
12m,peak_latency_N2_corrected,Quinolinic acid degradation,0.191,-0.11773228733054142,"[4042, 6858, 8310, 10132, 12572, 17856, 20389, 25760, 26167, 27685, 33779, 115752, 145820, 146268, 158679, 196169, 210819, 261476, 268891, 274021, 281781, 294236, 294733, 307976, 315657, 328198, 329623, 337939, 340988, 367911, 375423, 388429, 405391, 424141, 444645, 469867, 478079, 496663, 502448, 506512, 524813, 535621, 544049, 562299, 566165, 571235, 582110, 586887, 607750, 613824, 639069, 670584, 686588, 695667, 700706, 708579, 728536]",733858,0.352122905027933,0.30040540540540545,0.3367636363636364
3m,peak_latency_N1,GABA synthesis,0.1956,0.23743650922786969,"[72818, 143465, 181949, 317824, 361105, 437187, 443526, 465383, 477729, 490683, 518648, 542679, 560740]",572522,0.3527213114754098,0.3857731343283582,0.3741
6m,peak_amp_N1,Inositol synthesis,0.1956,-0.29901219595837414,"[1384, 62051, 199371, 222720, 272943, 302875, 459008, 608203]",641532,0.3527213114754098,0.35863058823529415,0.3426545454545455
12m,peak_latency_N2_corrected,DOPAC synthesis,0.1928,-0.3391242375846901,"[198835, 469635, 478951, 543683, 631049, 676155]",733858,0.3527213114754098,0.30040540540540545,0.3305142857142857
12m,peak_amp_N2_corrected,Quinolinic acid synthesis,0.195,-0.16539325274589056,"[41884, 47421, 56350, 62535, 122211, 148723, 150234, 177864, 181931, 194185, 235059, 282482, 290375, 304962, 309282, 324037, 363526, 366222, 428108, 453202, 458450, 472277, 513686, 516435, 517324, 524948, 536190, 668547, 670107]",733856,0.3527213114754098,0.30040540540540545,0.32580000000000003
6m,peak_amp_N2_corrected,ClpB,0.1972,0.19995402316579386,"[284, 27762, 93404, 235048, 258052, 280277, 284725, 321526, 325599, 372990, 375057, 388364, 395506, 415641, 416467, 419257, 550713, 562441, 565880]",641532,0.3536739130434782,0.35863058823529415,0.28877142857142857
6m,peak_latency_N2_corrected,Glutamate synthesis,0.199,-0.11912896139216522,"[901, 6145, 12799, 29027, 31812, 44549, 50778, 83516, 85515, 102416, 106263, 117276, 130077, 173018, 173980, 183435, 185517, 187847, 201599, 203382, 203883, 227037, 285615, 323381, 330962, 404662, 405669, 413481, 429164, 433452, 458774, 468543, 479423, 483190, 486652, 498461, 512316, 526985, 528929, 531397, 549670, 564500, 568660, 573687, 580395, 601081, 601093, 607786, 611993, 613166, 620229, 638875]",641532,0.3544838709677419,0.35863058823529415,0.30672
12m,peak_amp_N2_corrected,ClpB,0.1998,0.18342518384762269,"[11962, 25247, 42242, 47048, 50755, 79448, 101931, 131646, 148002, 153121, 172181, 188714, 201256, 263361, 284801, 306353, 424445, 427900, 428851, 453004, 456145, 668447]",733856,0.3544838709677419,0.303696,0.28877142857142857
3m,peak_latency_N2_corrected,Quinolinic acid degradation,0.2016,-0.11903120446130705,"[393, 13310, 16197, 27245, 45646, 98633, 100498, 107658, 116432, 151530, 159915, 163718, 188903, 193718, 221016, 228533, 236003, 237748, 253927, 254073, 265050, 277761, 279040, 279053, 283402, 283754, 286929, 314104, 320941, 338624, 345128, 347494, 351100, 372981, 375167, 379952, 384323, 426739, 430387, 446945, 451061, 460420, 462473, 473293, 474358, 480496, 515964, 520486, 529492, 529960, 534339, 547813, 553770, 564094]",572522,0.35562765957446807,0.3857731343283582,0.3367636363636364
6m,peak_amp_N2_corrected,Quinolinic acid degradation,0.2026,0.11194161784475547,"[4966, 31804, 32274, 33415, 34554, 39494, 40834, 55085, 55869, 90347, 97579, 105192, 119244, 130181, 142258, 145732, 146780, 157722, 183651, 198019, 216102, 233346, 234275, 235009, 244421, 254747, 257119, 287283, 288095, 290508, 300012, 303732, 314170, 324964, 353572, 416581, 417150, 417289, 417538, 418850, 425792, 430763, 438957, 453841, 488115, 524935, 530583, 553360, 554091, 565785, 565804, 567621, 574000, 581323, 583612, 588382, 600115, 612173, 636864]",641532,0.35562765957446807,0.35863058823529415,0.3367636363636364
3m,peak_latency_P1_corrected,ClpB,0.216,-0.2029021066859421,"[331, 80024, 93958, 94565, 132601, 239945, 253002, 349590, 361162, 380645, 394927, 444766, 451888, 464650, 496335, 548713, 561988]",572522,0.35633653846153845,0.3857731343283582,0.28877142857142857
3m,peak_latency_P1_corrected,Menaquinone synthesis,0.217,0.09191733300422787,"[5072, 7000, 15431, 26610, 40798, 53460, 53565, 55888, 61693, 62315, 70966, 74671, 83737, 84317, 98773, 99311, 116313, 116471, 119415, 120351, 122386, 122610, 131986, 134275, 148384, 153957, 160543, 160565, 165754, 170468, 178017, 183237, 187446, 191411, 194881, 207972, 215796, 216374, 223799, 228590, 233466, 239807, 251950, 256942, 257785, 259810, 274876, 300824, 307721, 319138, 329434, 352099, 360853, 362847, 371475, 372895, 378683, 380099, 390883, 390888, 395335, 395378, 406797, 409122, 421279, 427810, 428197, 437531, 451483, 452452, 456134, 461029, 464116, 468423, 473304, 477856, 481610, 490966, 502800, 509533, 512687, 514115, 538763, 545121, 563752]",572522,0.35633653846153845,0.3857731343283582,0.3255
3m,peak_latency_N2_corrected,ClpB,0.219,0.19994133110576484,"[5077, 15122, 43278, 47503, 101851, 149934, 206596, 225666, 246020, 328945, 333593, 345193, 361158, 376890, 451817, 465601, 557157]",572522,0.35633653846153845,0.3857731343283582,0.28877142857142857
3m,peak_latency_N2_corrected,S-Adenosylmethionine synthesis,0.2228,-0.15454447682296357,"[3460, 103353, 108247, 144210, 163844, 180696, 195885, 203821, 210651, 248089, 264014, 270997, 312034, 349582, 353135, 371426, 386982, 387126, 388206, 390417, 440247, 445040, 466169, 475417, 479462, 536146, 546633, 554318]",572522,0.35633653846153845,0.3857731343283582,0.3084923076923077
3m,peak_amp_N1,Quinolinic acid degradation,0.2058,0.11801869436531989,"[1819, 8275, 16615, 17566, 18172, 26628, 36453, 44589, 49865, 53545, 54544, 62296, 81749, 92080, 93474, 99210, 126882, 128420, 129915, 140748, 147612, 163921, 170356, 187428, 208506, 215643, 220947, 222643, 240781, 241972, 264880, 264997, 284925, 286849, 308997, 322014, 323771, 346961, 351302, 357184, 388168, 394759, 397777, 417570, 419114, 451796, 481418, 495135, 495311, 496510, 499708, 499778, 499840, 536343]",572522,0.35633653846153845,0.3857731343283582,0.3367636363636364
3m,peak_amp_N1,Isovaleric acid synthesis,0.2238,0.1565275294213938,"[2734, 7235, 29471, 30581, 39089, 51047, 99262, 126234, 174421, 186032, 211635, 224346, 227114, 285575, 364640, 388654, 398280, 398430, 399260, 424355, 442508, 462864, 465824, 489277, 495934, 500916, 547468, 572143]",572522,0.35633653846153845,0.3857731343283582,0.30623999999999996
3m,peak_amp_N1,S-Adenosylmethionine synthesis,0.2184,-0.15762361077770498,"[8419, 14415, 19498, 26780, 32791, 43789, 45646, 55238, 84583, 125281, 156776, 161753, 163490, 216902, 217786, 223336, 255965, 267055, 286149, 326723, 347902, 357569, 402953, 420082, 426840, 450234, 458145, 546252]",572522,0.35633653846153845,0.3857731343283582,0.3084923076923077
3m,peak_amp_N1,Inositol synthesis,0.2086,-0.2933875852817573,"[27783, 27824, 50104, 95462, 243756, 267988, 338815, 457694]",572522,0.35633653846153845,0.3857731343283582,0.3426545454545455
3m,peak_amp_P1_corrected,17-beta-Estradiol degradation,0.2168,-0.24123072086077102,"[18753, 36310, 139558, 152594, 215995, 227385, 284805, 329303, 394035, 456529, 509664, 539369]",572522,0.35633653846153845,0.3857731343283582,0.37860000000000005
6m,peak_latency_N1,Quinolinic acid synthesis,0.2174,0.17030263067646859,"[2222, 7176, 23849, 69691, 74433, 127460, 135753, 179530, 207975, 210930, 217102, 224432, 260229, 265796, 266168, 320103, 354161, 355794, 360989, 478294, 511392, 537484, 578343, 592110]",641532,0.35633653846153845,0.35863058823529415,0.32580000000000003
6m,peak_latency_P1_corrected,GABA synthesis,0.209,0.23358730186898952,"[129212, 132202, 138198, 149605, 161610, 161799, 181391, 248450, 249365, 320732, 488596, 495574, 601197]",641532,0.35633653846153845,0.35863058823529415,0.3741
