timepoint,eeg_feature,geneset,pvalue,es,ranks,nfeatures,q₀,qₜ,qᵧ
6m,peak_amp_N2_corrected,Acetate synthesis,0.035,-0.1409264452298432,"[4863, 10452, 16380, 17465, 22030, 24285, 31430, 38259, 47271, 74818, 82632, 83961, 84002, 93225, 106259, 118312, 138730, 142312, 146803, 188344, 196648, 206247, 206252, 226728, 230781, 240741, 243165, 261403, 272831, 284767, 297175, 297194, 297638, 321341, 322729, 328335, 353241, 361294, 362844, 375738, 375845, 385351, 394479, 399410, 401472, 403247, 411643, 428176, 454461, 456132, 465979, 469186, 488226, 489982, 497875, 501022, 503394, 503817, 517429, 524215, 529138, 531070, 535642, 549802, 553286, 556839, 556920, 557795, 560243, 572615, 575139, 581000, 588368, 588426, 588683, 598014, 602697, 603245, 603748, 608315, 608604, 614974]",641532,0.198,0.18136363636363637,0.1152
12m,peak_latency_P1_corrected,ClpB,0.0338,-0.268165812623975,"[1813, 34568, 56355, 80895, 81178, 142521, 174765, 175192, 226970, 273365, 282336, 301449, 306830, 325610, 346332, 351483, 379207, 419588, 571469, 579708, 611744, 612276]",733858,0.198,0.13072,0.12168
12m,peak_amp_N1,Propionate degradation,0.0332,-0.4373542786049991,"[24591, 57707, 111980, 273737, 383441, 521137, 672312, 732186]",733857,0.198,0.13072,0.13536
12m,peak_amp_N2_corrected,GABA synthesis,0.0344,0.35210253587047563,"[121403, 122830, 125632, 126090, 135535, 137052, 173422, 237844, 342165, 399208, 532347, 641605]",733856,0.198,0.13072,0.2124
6m,peak_latency_N1,Inositol degradation,0.0378,-0.426028488411969,"[31139, 271314, 319850, 320191, 438588, 519363, 536959, 538608]",641532,0.19903125000000002,0.18335,0.09072
6m,peak_latency_P1_corrected,Glutamate degradation,0.0386,0.3115635463495844,"[74709, 96700, 212581, 215243, 225582, 226745, 233752, 270858, 317199, 327756, 387631, 415762, 416500, 478414, 496542, 537698]",641532,0.19903125000000002,0.18335,0.1344
12m,peak_latency_N1,Acetate synthesis,0.0384,0.14120021261951285,"[1357, 3437, 11784, 11867, 13797, 18515, 19113, 30900, 33295, 33586, 41725, 44512, 56277, 60015, 61211, 61717, 67212, 71575, 73055, 83691, 88878, 96425, 105433, 120131, 122094, 123101, 125525, 161737, 174390, 175925, 176041, 190957, 231901, 237341, 266267, 267234, 270037, 270198, 274079, 290160, 290896, 299737, 300768, 302456, 313643, 318409, 322223, 326487, 362695, 370673, 377337, 378460, 386827, 392276, 393702, 398766, 408838, 417651, 435219, 437666, 444204, 457295, 462792, 471952, 476925, 499028, 567232, 571239, 579108, 583257, 591136, 600237, 601778, 603481, 607273, 622275, 655971, 656059, 660570, 665212, 680151, 693923, 716383]",733856,0.19903125000000002,0.13265454545454544,0.1152
12m,peak_amp_P1_corrected,p-Cresol synthesis,0.0368,-0.3102395478039521,"[17356, 26003, 68274, 71331, 80514, 94044, 146473, 147896, 178026, 189010, 212238, 337005, 429346, 568021, 653696, 684040]",733857,0.19903125000000002,0.13265454545454544,0.2619
12m,peak_amp_P1_corrected,Propionate degradation,0.0376,0.43172863218455027,"[55898, 60468, 142975, 278047, 317666, 534748, 593036, 713230]",733857,0.19903125000000002,0.13265454545454544,0.13536
3m,peak_amp_N1,Tryptophan synthesis,0.0394,-0.13821752180486546,"[2521, 7200, 8406, 8772, 9392, 14926, 34321, 35396, 36017, 36529, 37523, 41595, 42371, 45968, 46250, 50212, 61486, 61508, 63008, 67663, 71398, 80486, 84436, 84820, 89513, 91277, 97034, 99098, 117914, 126014, 130238, 142215, 151980, 154448, 156445, 159669, 160844, 164785, 166564, 168693, 174515, 174525, 185448, 190252, 190602, 190930, 194578, 208832, 219861, 220893, 225108, 228849, 240795, 247808, 251737, 255871, 256317, 288485, 293616, 294529, 296775, 314460, 318176, 324885, 328935, 337187, 347213, 356510, 400567, 401399, 403543, 436948, 437296, 441809, 442895, 458485, 480122, 502523, 518766, 530257, 535589, 536033, 548206, 548440, 564560]",572522,0.2000307692307692,0.3382604651162791,0.08864999999999999
3m,peak_latency_N1,Quinolinic acid degradation,0.0408,0.16980693599823407,"[5782, 17165, 18740, 44431, 44791, 53555, 54074, 108045, 108178, 109106, 119629, 134959, 150042, 150983, 160392, 178404, 183938, 208614, 260185, 260229, 269563, 271927, 271940, 293167, 296961, 315294, 335843, 356842, 358104, 363600, 367585, 368590, 373809, 381050, 383272, 388592, 400499, 400835, 430890, 447266, 452412, 457770, 462102, 466098, 475429, 487601, 490581, 515805, 525682, 543050, 558938, 565864, 566926, 569241]",572522,0.200955223880597,0.3382604651162791,0.24480000000000002
12m,peak_amp_N1,p-Cresol synthesis,0.0404,0.30482284309543894,"[6400, 29171, 59922, 60721, 73899, 78862, 171407, 172726, 236418, 244092, 326008, 454240, 481488, 544139, 564115, 686333]",733857,0.200955223880597,0.13545882352941177,0.2619
12m,peak_latency_N2_corrected,ClpB,0.0438,-0.2563473433994913,"[4315, 15948, 24835, 26281, 35949, 115647, 115711, 133844, 180071, 198114, 261403, 265843, 298612, 299714, 375232, 375446, 478981, 522493, 555601, 581981, 622611, 693742]",733858,0.21255882352941174,0.14266285714285715,0.1314
6m,peak_amp_N2_corrected,Glutamate degradation,0.0448,-0.29515125109895934,"[85165, 86649, 115532, 120073, 145331, 157591, 354296, 387526, 395517, 477735, 498362, 588361, 588467, 588471, 603001, 638434]",641532,0.2142608695652174,0.20428799999999997,0.1344
12m,peak_amp_N1,Acetate synthesis,0.0458,0.13514252656697653,"[11908, 20780, 26198, 29772, 47240, 53872, 54719, 57552, 59313, 65417, 66091, 66904, 75567, 87406, 125214, 125626, 126711, 127735, 141960, 145779, 157379, 159739, 165414, 170255, 174776, 178868, 199281, 203489, 205963, 209178, 209344, 212834, 223443, 225890, 230680, 242555, 260873, 265901, 269060, 270086, 271611, 278268, 294350, 305530, 311479, 311845, 329317, 334238, 351380, 358522, 365391, 398936, 406915, 410171, 413812, 414566, 434621, 440966, 471108, 475565, 475800, 478019, 489574, 491326, 491376, 508911, 513296, 516894, 556208, 589845, 609744, 616314, 625562, 637525, 644777, 666355, 669216, 706542, 707991, 708360, 730058, 733447, 733727]",733857,0.21591428571428573,0.14503333333333332,0.11777142857142858
3m,peak_latency_N1,Butyrate synthesis,0.047,-0.3290657036362345,"[31463, 31848, 48119, 72437, 108028, 139313, 158482, 340178, 403756, 422511, 459277, 463332, 527627]",572522,0.21845070422535212,0.3382604651162791,0.2115
3m,peak_latency_N2_corrected,Tryptophan synthesis,0.0494,-0.13023583689507467,"[2015, 2121, 2287, 3564, 33588, 47844, 65406, 66517, 85387, 102601, 102861, 103533, 113163, 137842, 145189, 152082, 156968, 160521, 163941, 185611, 187498, 188494, 191824, 206559, 209622, 222339, 225342, 225406, 225463, 226011, 262537, 262561, 264466, 266275, 267410, 268673, 270798, 271898, 271993, 274045, 279413, 283598, 286917, 286941, 286950, 316292, 318497, 331249, 333695, 337924, 349477, 349626, 350795, 355562, 360655, 360748, 371119, 371621, 378944, 382713, 385741, 389119, 391830, 395084, 403409, 411243, 420046, 428146, 432077, 433059, 445269, 457203, 462354, 464385, 465585, 474361, 485909, 488378, 503483, 508790, 530329, 530786, 536086, 561495, 570918]",572522,0.2233150684931507,0.3382604651162791,0.0988
3m,peak_amp_N2_corrected,17-beta-Estradiol degradation,0.049,0.3358648757226948,"[22169, 83811, 91120, 171368, 237397, 311531, 343293, 405956, 443240, 467915, 519944, 535809]",572522,0.2233150684931507,0.3382604651162791,0.2754
12m,peak_amp_P1_corrected,Inositol synthesis,0.0506,-0.3126775267812246,"[1592, 28882, 96817, 165418, 240947, 254218, 281361, 310447, 327180, 327469, 388421, 428795, 445522, 655820]",733857,0.22564864864864864,0.1559027027027027,0.26064000000000004
3m,peak_amp_P1_corrected,Quinolinic acid synthesis,0.052,-0.27177481120071356,"[1727, 48222, 77113, 77625, 81684, 130213, 130692, 135850, 248410, 259887, 342681, 371118, 393615, 424287, 425070, 443637, 492863, 498716, 499796]",572522,0.2288,0.3382604651162791,0.312
3m,peak_amp_P1_corrected,Tryptophan synthesis,0.0562,-0.12811064027698296,"[2538, 7185, 8362, 9322, 14767, 34073, 35150, 35763, 36263, 41314, 42076, 45667, 45947, 61147, 61168, 67311, 71057, 80138, 84079, 84459, 89159, 90941, 96697, 98761, 117513, 125572, 129808, 141575, 151264, 153715, 155669, 160017, 163926, 165687, 167795, 173550, 173560, 184488, 189350, 189707, 190038, 193680, 207812, 218648, 219661, 221936, 223825, 227563, 239499, 246471, 250418, 254571, 255026, 287296, 292353, 293265, 295478, 313043, 316856, 323621, 327683, 335995, 345998, 355297, 399394, 400235, 402386, 435785, 436132, 440701, 441811, 457492, 478829, 501060, 517222, 528629, 533940, 534387, 546502, 546740, 558639, 558803, 564825, 564849, 572447]",572522,0.231825,0.3382604651162791,0.10116
6m,peak_latency_N1,Inositol synthesis,0.0562,0.4021283693205554,"[1391, 63105, 200856, 224261, 274778, 304944, 461694, 610636]",641532,0.231825,0.24608275862068965,0.26064000000000004
12m,peak_latency_N1,Quinolinic acid degradation,0.055,0.15598867446444237,"[2173, 13383, 15426, 25017, 30467, 31386, 41581, 45344, 50028, 59951, 61849, 75945, 94572, 98054, 115638, 142050, 160214, 161978, 176019, 187386, 215654, 237034, 257304, 260634, 266214, 286773, 290155, 291343, 300137, 318068, 329151, 373667, 377499, 380022, 385503, 394658, 415592, 419940, 423971, 434838, 455963, 473761, 482678, 483140, 486346, 511191, 548590, 553973, 565088, 572902, 575929, 645385, 657589, 661820, 686431, 716901, 728446]",733856,0.231825,0.15903,0.24695999999999999
12m,peak_latency_N2_corrected,p-Cresol synthesis,0.0558,-0.28264003014272826,"[7858, 11392, 26360, 30496, 56406, 158791, 206542, 233422, 293980, 295963, 308107, 375553, 432772, 484981, 623320, 662533]",733858,0.231825,0.15903,0.2619
12m,peak_amp_P1_corrected,17-beta-Estradiol degradation,0.0554,-0.31146590367351185,"[40779, 74643, 129624, 181530, 259647, 296175, 336434, 347742, 565495, 580532, 592094, 622061, 627437]",733857,0.231825,0.15903,0.2754
3m,peak_latency_N1,p-Cresol synthesis,0.0582,0.34393003326176663,"[30749, 46074, 54007, 56589, 128471, 188582, 197568, 242876, 315383, 480455, 522176]",572522,0.23298795180722892,0.3382604651162791,0.2619
3m,peak_latency_P1_corrected,Isovaleric acid synthesis,0.0576,-0.22093581517261068,"[15728, 22482, 107867, 113607, 136510, 138855, 160647, 164202, 173838, 177412, 190742, 192579, 215246, 217723, 244797, 264515, 268146, 310661, 318774, 325580, 379154, 391562, 393085, 393933, 426997, 429107, 515089, 554499]",572522,0.23298795180722892,0.3382604651162791,0.30623999999999996
12m,peak_latency_N2_corrected,S-Adenosylmethionine synthesis,0.0586,-0.21703416670265335,"[3053, 10242, 28629, 37709, 51009, 63206, 116603, 179218, 191456, 210792, 215876, 217286, 225111, 340775, 348654, 355164, 365649, 377337, 380432, 397653, 423266, 468540, 483040, 523137, 574849, 582171, 652486, 664629, 672276]",733858,0.23298795180722892,0.16293658536585365,0.2428
3m,peak_latency_P1_corrected,17-beta-Estradiol degradation,0.0612,-0.3294649875111352,"[52770, 111126, 115922, 130711, 139530, 193947, 201371, 272047, 372822, 389405, 390152, 467597]",572522,0.23475000000000001,0.3382604651162791,0.2754
6m,peak_latency_N1,DOPAC synthesis,0.0626,0.41624432852522175,"[22840, 134663, 157893, 230914, 293595, 469214, 592991]",641532,0.23475000000000001,0.24608275862068965,0.2032
6m,peak_latency_P1_corrected,Inositol synthesis,0.0612,-0.39278966959926676,"[1201, 47267, 197310, 441036, 477836, 500333, 535330, 555801]",641532,0.23475000000000001,0.24608275862068965,0.26064000000000004
6m,peak_amp_N2_corrected,GABA synthesis,0.0604,-0.3155949455061407,"[52280, 62733, 68708, 185569, 210521, 247425, 271406, 283303, 481567, 486098, 521848, 564148, 569981]",641532,0.23475000000000001,0.24608275862068965,0.2718
12m,peak_amp_N1,S-Adenosylmethionine synthesis,0.062,0.20929906904803214,"[8493, 31551, 46831, 79019, 131155, 143830, 149364, 177314, 289262, 361759, 362044, 378879, 382530, 405564, 417548, 429706, 467145, 498327, 500865, 576062, 576808, 610218, 628554, 631420, 653150, 683804, 697645, 703362, 714683]",733857,0.23475000000000001,0.1682857142857143,0.2428
12m,peak_amp_P1_corrected,Propionate synthesis,0.0636,-0.24224078161972662,"[70767, 90884, 92425, 102000, 209980, 240261, 317235, 354742, 382218, 446587, 459087, 470700, 483528, 517339, 543243, 589741, 596588, 627706, 644241, 646358, 694413, 704340, 712265]",733857,0.23582022471910116,0.1686139534883721,0.38160000000000005
3m,peak_latency_P1_corrected,Butyrate synthesis,0.069,0.3044215495705341,"[6592, 99766, 120797, 126398, 143425, 143925, 213043, 232921, 240848, 244181, 252831, 260261, 500334]",572522,0.23968421052631583,0.3382604651162791,0.24840000000000004
6m,peak_latency_N1,Menaquinone synthesis,0.0674,-0.12671096200495124,"[13785, 18039, 23279, 26809, 42816, 45510, 52882, 69570, 72905, 73067, 79633, 85797, 87545, 94468, 105607, 117116, 122395, 132924, 152295, 167619, 172332, 172442, 175337, 178613, 185914, 190158, 198970, 199176, 201009, 201226, 201899, 204289, 204326, 214138, 223008, 223471, 230440, 231867, 241410, 241539, 241978, 270345, 283793, 292521, 292755, 303230, 306717, 329103, 338847, 355590, 357431, 357648, 358007, 363356, 373506, 373842, 388110, 407609, 409769, 415595, 435118, 469949, 524388, 525215, 525719, 527518, 527729, 546289, 549032, 560982, 562257, 569276, 576923, 610148, 622194, 631882, 631946, 632003, 635383, 641109]",641532,0.23968421052631583,0.24744705882352944,0.15255
6m,peak_amp_P1_corrected,Menaquinone synthesis,0.0678,0.1260540149535741,"[12378, 21381, 28954, 35831, 38715, 39795, 41122, 59441, 60271, 60422, 60671, 62198, 68401, 97053, 102059, 122003, 126863, 129472, 130565, 138433, 138605, 142147, 153065, 153452, 157574, 158477, 158588, 159562, 160930, 161136, 169225, 174387, 186587, 191108, 211272, 224729, 225063, 235372, 237613, 239286, 244314, 267337, 275119, 288790, 304309, 322634, 327676, 336042, 362169, 372591, 379371, 383203, 383492, 420005, 423800, 440395, 442421, 442746, 443337, 449841, 462826, 466668, 467312, 468563, 477962, 519144, 527541, 539764, 558059, 564485, 565549, 566660, 571803, 575639, 629120, 629155, 629180, 633914, 634243, 634714]",641532,0.23968421052631583,0.24744705882352944,0.15255
12m,peak_latency_N1,S-Adenosylmethionine synthesis,0.067,0.20921754413318217,"[1239, 9641, 60013, 67412, 83924, 127226, 173817, 179012, 237257, 269238, 388906, 390245, 402767, 411987, 467893, 537583, 538128, 579594, 579617, 602038, 608293, 612626, 627209, 631067, 661842, 705793, 708851, 710168, 713673]",733856,0.23968421052631583,0.16973333333333335,0.2428
12m,peak_latency_P1_corrected,Quinolinic acid degradation,0.0686,-0.152024246164354,"[1514, 14819, 18237, 25991, 27374, 32390, 37779, 43017, 56604, 66294, 81153, 116290, 129222, 141121, 144366, 151073, 171968, 196436, 196656, 201245, 224850, 225822, 229818, 248813, 250327, 259504, 259668, 273467, 278579, 279539, 288072, 294900, 310346, 320778, 345405, 347935, 357050, 358618, 377198, 386793, 402885, 426885, 481984, 492648, 527704, 566130, 595149, 596931, 606071, 608678, 611436, 612249, 652298, 654673, 671630, 714012, 731788]",733858,0.23968421052631583,0.17000869565217389,0.24695999999999999
12m,peak_amp_N1,ClpB,0.0654,0.24204084767631068,"[27561, 29085, 45569, 52009, 172686, 184617, 229474, 235126, 256930, 282038, 290208, 343672, 378111, 486675, 491386, 503699, 552845, 563831, 564021, 616178, 668956, 680759]",733857,0.23968421052631583,0.16944545454545454,0.16290000000000002
3m,peak_latency_P1_corrected,Inositol synthesis,0.0724,0.38355699598612436,"[3490, 271945, 318074, 360857, 366036, 372946, 511227, 569687]",572522,0.24354,0.3382604651162791,0.26064000000000004
6m,peak_amp_P1_corrected,ClpB,0.0724,-0.2544619229523757,"[162, 20236, 59986, 234001, 242324, 267377, 308516, 337476, 384558, 409069, 443959, 449273, 468612, 573438, 595538, 602194, 611478, 612502, 613291]",641532,0.24354,0.24744705882352944,0.16290000000000002
6m,peak_amp_P1_corrected,Quinolinic acid synthesis,0.0738,-0.22466672278443914,"[12422, 31560, 39004, 53171, 99186, 154757, 169329, 170723, 174532, 179341, 190535, 194655, 237419, 251362, 256329, 258953, 278297, 327421, 337423, 362121, 389799, 553385, 577716, 609713]",641532,0.24354,0.24744705882352944,0.32580000000000003
6m,peak_amp_N2_corrected,DOPAC synthesis,0.0712,0.40956181420387805,"[4920, 35326, 220742, 356251, 369343, 415684, 583858]",641532,0.24354,0.24744705882352944,0.2032
12m,peak_latency_N1,Inositol degradation,0.0732,-0.38409725174695575,"[91884, 94184, 182101, 221912, 488002, 535326, 663537, 684448]",733856,0.24354,0.17754893617021278,0.1464
6m,peak_amp_N2_corrected,Menaquinone synthesis,0.0806,-0.12333604073258803,"[2453, 3748, 17347, 20384, 24443, 29838, 31475, 34606, 42346, 55701, 57118, 61675, 63651, 65892, 77878, 92753, 93731, 93903, 94194, 95901, 97960, 100628, 104849, 105460, 142752, 143270, 150259, 183206, 186621, 230862, 237347, 244679, 250318, 257069, 257559, 273669, 285455, 299142, 315231, 316022, 319981, 320270, 322016, 327268, 328301, 330339, 331688, 345009, 345068, 345127, 354945, 357715, 367422, 376361, 385335, 385956, 395225, 404018, 416424, 421741, 422666, 446028, 448515, 454522, 475969, 481690, 493580, 502360, 511655, 513565, 523334, 561379, 572168, 583452, 589122, 600431, 609960, 613209, 625077, 639967]",641532,0.26334653465346536,0.25966666666666666,0.1612
3m,peak_latency_N1,Tryptophan synthesis,0.0828,0.1206662659718321,"[1164, 4253, 11038, 14518, 16011, 30104, 40483, 47757, 54238, 55562, 56122, 57211, 63169, 66044, 84030, 97047, 102958, 117568, 119095, 119414, 134731, 136095, 136541, 137673, 137840, 138254, 148094, 148922, 150438, 150745, 157613, 165731, 182422, 194391, 197656, 206045, 228872, 230538, 260246, 264799, 267814, 272343, 274797, 292093, 307093, 308376, 328532, 338161, 339247, 343874, 349937, 350033, 353657, 360235, 364172, 370263, 380459, 380460, 380462, 380873, 385700, 388545, 402191, 406362, 420363, 435990, 440551, 453802, 457841, 464930, 465899, 467728, 473921, 474525, 475231, 477980, 478195, 492771, 516353, 526811, 531150, 535483, 556527, 569257, 572519]",572522,0.26399999999999996,0.3382604651162791,0.1354909090909091
3m,peak_latency_N1,S-Adenosylmethionine synthesis,0.0832,0.20493764376320345,"[4898, 29177, 30344, 30776, 47770, 53931, 90826, 96752, 139956, 178679, 183700, 194239, 206048, 230928, 264348, 273892, 299274, 308667, 327095, 334803, 336716, 339053, 394800, 395101, 451613, 455473, 517588, 528333]",572522,0.26399999999999996,0.3382604651162791,0.2428
6m,peak_latency_N2_corrected,Isovaleric acid synthesis,0.082,-0.20369512610659435,"[21135, 24578, 53183, 55333, 67462, 71662, 72686, 86199, 100522, 137448, 142078, 162882, 201369, 223025, 225373, 235433, 235773, 235864, 522860, 531914, 538433, 543841, 550433, 566101, 583039, 587185, 601121, 612633, 620297]",641532,0.26399999999999996,0.25966666666666666,0.30623999999999996
12m,peak_latency_P1_corrected,DOPAC synthesis,0.0856,0.4221968462305751,"[21294, 128354, 157935, 165467, 530261, 585734]",733858,0.2690285714285714,0.20329999999999998,0.2032
3m,peak_latency_P1_corrected,Propionate degradation,0.087,0.3941014645904474,"[2509, 196613, 227208, 338210, 428362, 490587, 498703]",572522,0.27084905660377356,0.3382604651162791,0.2356
12m,peak_latency_P1_corrected,S-Adenosylmethionine synthesis,0.0884,-0.20066790905576468,"[807, 28217, 36026, 41397, 52954, 71414, 142226, 144667, 152138, 161779, 211131, 225224, 234290, 250995, 251637, 309207, 345021, 376585, 379332, 384092, 445769, 449015, 528874, 576506, 578401, 643506, 675378, 728700, 732134]",733858,0.2726355140186916,0.205665306122449,0.2428
3m,peak_latency_N1,Acetate synthesis,0.0922,0.1297116863697118,"[3525, 7149, 7375, 25781, 31180, 31601, 32238, 48381, 50392, 53276, 54354, 61387, 65534, 72011, 94106, 107983, 108330, 108408, 111260, 115555, 118077, 119676, 133178, 135164, 143279, 146907, 147227, 148462, 158837, 162845, 171258, 190523, 197616, 197721, 200912, 211354, 218543, 223150, 229012, 230812, 252184, 278103, 287030, 292275, 301866, 305088, 306079, 308750, 329446, 350878, 351968, 355091, 368810, 380137, 382424, 385015, 418082, 439048, 444532, 453693, 466197, 476075, 490509, 506231, 508484, 549872, 552365, 558362, 570090, 570351]",572522,0.2741081081081081,0.3382604651162791,0.20745000000000002
3m,peak_latency_N2_corrected,Glutamate synthesis,0.0916,0.17102210900676976,"[12076, 38828, 39027, 66953, 75949, 111109, 112756, 113016, 144698, 149740, 154147, 198433, 207694, 237064, 238987, 281346, 306930, 331562, 333009, 333173, 349381, 352208, 354647, 405664, 411832, 420442, 427482, 448238, 469183, 476803, 485460, 495976, 515067, 531943, 534495, 548073, 562783, 564560]",572522,0.2741081081081081,0.3382604651162791,0.23554285714285716
3m,peak_amp_N1,Glutamate degradation,0.091,0.30197871361781164,"[48414, 71235, 94727, 202580, 216072, 222260, 222871, 333282, 344509, 399947, 497059, 536163]",572522,0.2741081081081081,0.3382604651162791,0.234
6m,peak_amp_P1_corrected,Quinolinic acid degradation,0.091,-0.13608884868715956,"[31484, 35281, 35999, 68645, 86792, 96749, 99129, 99864, 106799, 127814, 147305, 148200, 156178, 156345, 176645, 187906, 224763, 228249, 233843, 242286, 246039, 257894, 265654, 267478, 276005, 276708, 277184, 278530, 284631, 295868, 300223, 300935, 311894, 316369, 320487, 332299, 335935, 341119, 359488, 370128, 381885, 386383, 408521, 411547, 418617, 442636, 482603, 515774, 556654, 556994, 557926, 560898, 560917, 582486, 594930, 600290, 607106, 607385, 611404]",641532,0.2741081081081081,0.27631428571428573,0.273
3m,peak_latency_N2_corrected,Propionate synthesis,0.0938,0.26342933523840795,"[9594, 21815, 24474, 45848, 154079, 155845, 161526, 188688, 196708, 215462, 260210, 292803, 311795, 349054, 437149, 477418]",572522,0.27568141592920353,0.3382604651162791,0.4221
6m,peak_amp_N1,Butyrate synthesis,0.0944,-0.22624330904469503,"[18281, 31030, 40922, 41372, 44982, 111542, 144936, 177496, 180814, 274379, 319909, 370345, 409554, 476455, 514619, 516900, 574875, 575660, 590843, 608092, 608183]",641532,0.27568141592920353,0.27631428571428573,0.25251428571428575
3m,peak_amp_P1_corrected,Inositol synthesis,0.1008,-0.3622173431566739,"[27531, 27572, 49786, 95120, 242433, 266826, 337620, 456704]",572522,0.28230252100840336,0.3382604651162791,0.3024
6m,peak_latency_P1_corrected,Inositol degradation,0.0988,0.3562399847862278,"[194499, 229866, 376082, 388381, 389497, 478644, 582964, 638812]",641532,0.28230252100840336,0.27631428571428573,0.1674
6m,peak_latency_P1_corrected,Propionate degradation,0.1014,0.36129591410453854,"[128642, 135339, 166837, 279529, 491606, 511294, 577589, 608635]",641532,0.28230252100840336,0.27631428571428573,0.2356
6m,peak_latency_N2_corrected,Tryptophan synthesis,0.1018,-0.1026264651243759,"[1236, 3619, 5026, 11269, 12412, 20079, 23444, 34375, 36882, 37401, 39602, 40604, 41679, 47256, 47916, 48455, 49997, 54409, 60325, 71233, 72766, 73784, 73886, 74053, 74288, 85153, 90653, 94055, 99303, 100887, 104609, 107214, 119072, 130559, 135298, 140747, 170188, 195876, 200432, 207396, 208032, 208910, 209081, 209278, 216551, 226070, 275181, 299850, 304209, 305795, 332886, 343324, 344093, 345509, 356300, 356340, 361669, 361681, 375161, 375284, 375930, 402239, 411275, 431638, 433720, 459713, 466098, 479482, 483053, 483388, 483390, 486428, 489576, 495057, 501429, 503757, 505277, 515953, 519496, 520439, 522797, 525532, 530192, 530270, 533872, 559472, 562246, 571442, 573234, 574756, 575714, 584773, 584825, 585729, 588749, 590220, 591328, 593770, 594345, 600788, 607087, 608723, 612024, 612512, 627917, 634894]",641532,0.28230252100840336,0.27631428571428573,0.1527
6m,peak_latency_N2_corrected,DOPAC synthesis,0.1016,-0.3797716378940805,"[86199, 100522, 144891, 522860, 531914, 543841, 601121]",641532,0.28230252100840336,0.27631428571428573,0.2032
12m,peak_latency_P1_corrected,Butyrate synthesis,0.0982,-0.21949899293200903,"[5668, 35048, 37229, 69813, 70174, 125680, 157983, 228240, 230406, 275899, 331347, 335180, 335484, 348330, 355219, 359292, 386680, 386899, 408266, 515363, 525461, 593466, 693332]",733858,0.28230252100840336,0.22389599999999998,0.25251428571428575
3m,peak_amp_N1,ClpB,0.1038,-0.2464090475449226,"[2887, 22160, 24016, 39510, 49958, 65831, 147710, 151995, 173692, 192105, 220508, 285347, 398313, 403893, 438651, 495668, 536117]",572522,0.28545,0.3382604651162791,0.2076
3m,peak_amp_P1_corrected,Isovaleric acid synthesis,0.1056,-0.19620492591563032,"[2747, 7221, 29223, 30332, 38806, 50716, 68115, 98926, 125793, 173458, 185086, 210564, 223085, 225828, 284424, 363346, 387477, 397124, 398095, 423192, 441416, 461894, 464790, 487950, 494481, 499456, 545762, 560072]",572522,0.288,0.3382604651162791,0.30623999999999996
3m,peak_latency_P1_corrected,Acetate synthesis,0.1076,-0.12291026771053043,"[3780, 4121, 13603, 45082, 53734, 65202, 67465, 76340, 79568, 80423, 85909, 101934, 120229, 131716, 131974, 132858, 158296, 173825, 178003, 183378, 188283, 199272, 204724, 211898, 219014, 220093, 226347, 235731, 239893, 242098, 257508, 260781, 273132, 274076, 276737, 277001, 289655, 291022, 294462, 297414, 302519, 313584, 318547, 318684, 320005, 335678, 338768, 344446, 345181, 349305, 366524, 380586, 380696, 381799, 384203, 387273, 393641, 403478, 426389, 427279, 452504, 461673, 466227, 467382, 535418, 535533, 549228, 561456, 563997, 565591]",572522,0.29104918032786886,0.3382604651162791,0.2152
12m,peak_amp_P1_corrected,Glutamate degradation,0.1086,0.25511980796930134,"[41580, 42327, 117021, 129294, 186113, 187711, 188039, 188131, 202868, 216704, 218578, 257245, 381926, 488372, 531800, 533763]",733857,0.2913658536585366,0.23855555555555558,0.242
3m,peak_latency_P1_corrected,Quinolinic acid synthesis,0.1162,-0.2283470452050952,"[80945, 122824, 123264, 142881, 155772, 215151, 215284, 218378, 227865, 230646, 230705, 275855, 275864, 281478, 318573, 340521, 452654, 472916, 517372]",572522,0.2946086956521739,0.3382604651162791,0.32580000000000003
3m,peak_latency_N2_corrected,Glutamate degradation,0.121,-0.2846614032942656,"[102396, 210944, 238987, 265730, 288028, 462403, 465440, 510808, 516069, 516093, 531943, 536196]",572522,0.2946086956521739,0.3382604651162791,0.242
3m,peak_amp_N1,Propionate synthesis,0.1232,-0.24192191872224922,"[19678, 34613, 63802, 73017, 82699, 90227, 99160, 105796, 107524, 115303, 137802, 165125, 250416, 260986, 273254, 519479]",572522,0.2946086956521739,0.3382604651162791,0.42762857142857147
3m,peak_amp_N1,Propionate degradation,0.1178,0.366453280700069,"[33517, 54807, 58889, 64902, 66190, 212259, 231855]",572522,0.2946086956521739,0.3382604651162791,0.2356
3m,peak_amp_N2_corrected,p-Cresol synthesis,0.116,0.29351067649196416,"[67444, 96442, 126160, 283280, 306894, 502027, 510862, 514632, 542200, 556278, 567654]",572522,0.2946086956521739,0.3382604651162791,0.3357
3m,peak_amp_N2_corrected,Isovaleric acid synthesis,0.123,0.18747907027347505,"[4277, 16881, 17710, 23997, 41408, 74297, 123529, 130295, 233121, 239747, 240448, 257192, 270331, 281910, 283204, 301914, 305596, 332060, 341786, 400139, 418504, 447134, 453825, 488124, 501626, 507865, 541339, 557039]",572522,0.2946086956521739,0.3382604651162791,0.30623999999999996
