timepoint,eeg_feature,geneset,pvalue,es,ranks,nfeatures,q₀,qₜ,qᵧ
6m_future12m,peak_latency_N2_corrected,Propionate degradation,0.0012,0.6047295156040433,"[21012, 21268, 31684, 123465, 200681, 207400, 390536]",558983,0.023563636363636363,0.022799999999999997,0.0048
6m_future12m,peak_latency_N2_corrected,Quinolinic acid degradation,0.0014,-0.24172006078026342,"[6291, 8565, 14665, 15905, 16205, 16715, 20691, 24883, 28410, 29842, 54285, 62784, 74617, 94120, 95270, 118138, 121399, 130656, 143303, 144859, 146558, 149567, 156187, 157199, 161641, 163690, 166842, 198059, 225590, 232767, 250899, 266336, 274446, 303997, 304301, 310696, 324013, 329035, 336828, 356477, 366890, 391728, 403863, 433901, 481004, 489265, 490831, 491471, 493848, 510420, 522652, 535225, 539615, 552525]",558983,0.0252,0.022799999999999997,0.0168
6m_future12m,peak_latency_N2_corrected,Acetate synthesis,0.0034,-0.18518076916654147,"[8559, 9756, 11550, 11560, 15716, 21262, 22174, 23147, 31856, 62908, 72522, 74558, 80914, 95290, 113491, 120264, 125127, 132470, 133431, 143315, 156230, 157432, 174804, 186606, 191465, 200227, 218798, 229141, 233370, 238100, 238218, 238500, 246725, 251892, 254316, 265497, 265781, 269326, 283592, 286061, 286886, 325107, 331892, 332447, 333942, 336975, 340322, 343003, 353912, 357030, 371526, 372830, 375465, 382845, 396601, 417106, 437164, 449185, 451211, 453612, 462962, 471894, 476383, 482928, 488273, 504125, 508312, 511244, 529921, 533650, 544145, 546491, 546503, 553045, 553527]",558983,0.056492307692307696,0.04845,0.020399999999999998
3m_future12m,peak_latency_N1,Glutamate synthesis,0.0048,-0.2679837072175145,"[416, 923, 1839, 24420, 44452, 140290, 143173, 144468, 147581, 161975, 185106, 187574, 189425, 199725, 217449, 275370, 279936, 280781, 309770, 325983, 339943, 340112, 350345, 357155, 366222, 385620, 405603, 416958, 474993, 477947, 505345, 506597, 523970, 524706, 533890, 565813]",574278,0.06912,0.0612,0.0288
3m_future12m,peak_amp_P1_corrected,GABA synthesis,0.0046,0.41742548474469676,"[43117, 61797, 68181, 123311, 123480, 164710, 166046, 221715, 240059, 337418, 344345, 365022, 437330, 438810]",574278,0.06912,0.0612,0.0168
3m_future12m,peak_latency_N1,Propionate degradation,0.0068,-0.5520133973581909,"[10646, 229288, 230399, 245625, 263851, 268814, 327576]",574278,0.0702,0.0612,0.01824
3m_future12m,peak_latency_P1_corrected,GABA synthesis,0.0056,0.411679993870415,"[774, 13719, 15916, 18506, 23824, 33181, 37038, 51594, 96947, 124198, 137810, 296350, 458891, 521167]",574278,0.0702,0.0612,0.0168
3m_future12m,peak_latency_P1_corrected,Propionate degradation,0.0076,0.5499673250334525,"[1778, 10866, 14314, 21726, 26935, 74492, 87283]",574278,0.0702,0.0612,0.01824
3m_future12m,peak_amp_P1_corrected,Menaquinone synthesis,0.0066,0.1647865156574757,"[194, 848, 1738, 2525, 2562, 9536, 11818, 13208, 15407, 16865, 23437, 26294, 27467, 35277, 37928, 42222, 42946, 53693, 57274, 57820, 61354, 68720, 71881, 75751, 76979, 82060, 83683, 110046, 119796, 165557, 165711, 166178, 166677, 170160, 171422, 191257, 201675, 205926, 214415, 216865, 219911, 220043, 240049, 244829, 273016, 282861, 292846, 304356, 312755, 323458, 335127, 340353, 345611, 350393, 355951, 357968, 370426, 371242, 371899, 378491, 381429, 387309, 408879, 409524, 422994, 423196, 426243, 426655, 430436, 438107, 439110, 440300, 442442, 453703, 456629, 461254, 477133, 502283, 519868, 543930, 549656, 552606, 557996, 569375]",574278,0.0702,0.0612,0.0384
3m_future12m,peak_amp_P1_corrected,Propionate synthesis,0.0074,0.36792309133467394,"[6071, 8981, 9123, 28605, 95296, 119474, 144627, 180943, 207704, 307139, 338805, 341214, 343092, 429815, 469072, 498797, 514461]",574278,0.0702,0.0612,0.0888
3m_future12m,peak_amp_N2_corrected,Menaquinone synthesis,0.0078,-0.16445835379680035,"[321, 846, 2690, 4452, 4642, 4722, 8521, 18828, 20553, 20633, 24858, 27611, 31778, 35282, 54427, 65184, 66190, 72127, 75964, 80228, 84434, 110416, 112506, 120916, 122109, 122205, 123156, 138446, 143620, 147743, 147763, 154182, 172783, 204589, 220974, 222786, 228288, 232547, 236997, 237024, 244716, 246306, 249160, 252568, 267530, 268673, 269136, 270481, 271924, 280970, 292164, 293032, 302500, 302792, 306764, 316440, 371370, 372243, 373339, 378399, 379230, 387060, 391130, 393943, 403660, 415559, 424809, 431159, 435839, 435911, 441676, 466205, 471707, 475841, 480162, 495568, 511552, 519511, 528631, 529038, 543094, 550792, 563726, 568460]",574278,0.0702,0.0612,0.0384
6m_future12m,peak_latency_N1,p-Cresol synthesis,0.0074,-0.40966888273899393,"[13637, 38893, 69287, 197735, 225388, 324220, 373250, 373671, 405338, 455102, 463878, 467948, 473472]",558983,0.0702,0.07296,0.056400000000000006
6m_future12m,peak_latency_N1,Inositol degradation,0.0058,-0.5512222349438973,"[129922, 196776, 196913, 258996, 259612, 352804, 477996]",558983,0.0702,0.07296,0.020399999999999998
6m_future12m,peak_latency_P1_corrected,Inositol degradation,0.0068,0.5518106905177003,"[42337, 42428, 59923, 60365, 351353, 409301, 462939]",558681,0.0702,0.07296,0.020399999999999998
6m_future12m,peak_latency_P1_corrected,ClpB,0.0086,0.35328074709327545,"[5224, 7206, 11760, 30555, 51898, 132278, 140109, 142357, 247815, 295633, 309369, 309916, 312416, 340760, 423832, 429609, 511675]",558681,0.07405714285714285,0.07296,0.0822
6m_future12m,peak_latency_N2_corrected,Tryptophan synthesis,0.009,-0.15598302719912244,"[2697, 5435, 7316, 7826, 8258, 9336, 28950, 29110, 29249, 33442, 64505, 74601, 95403, 96649, 96882, 97981, 116610, 118557, 119178, 119807, 121490, 124290, 125647, 132974, 133366, 138791, 140251, 145862, 146940, 150769, 153522, 157471, 157546, 159634, 163503, 173271, 178682, 179631, 182746, 182763, 203983, 204160, 209163, 218862, 221148, 221860, 225101, 225254, 231350, 241961, 242020, 242555, 249063, 255621, 260754, 280486, 282844, 283442, 288089, 292558, 295072, 298048, 298230, 299988, 300320, 303784, 303787, 303888, 303897, 335742, 342121, 344061, 344077, 344103, 363123, 363454, 371752, 372700, 378638, 379160, 396764, 411576, 424561, 447132, 453595, 462349, 476357, 479067, 496758, 504038, 504171, 523748, 537640, 546677, 549410]",558983,0.07405714285714285,0.07296,0.036
6m_future12m,peak_latency_N2_corrected,p-Cresol synthesis,0.0094,-0.39938389427807475,"[9763, 17441, 125598, 201134, 243009, 274077, 331308, 443503, 459922, 460123, 481009, 541199, 541288]",558983,0.07405714285714285,0.07296,0.056400000000000006
6m_future12m,peak_amp_P1_corrected,Menaquinone synthesis,0.0096,0.1781502343563764,"[11007, 12009, 14424, 18848, 21838, 35189, 37497, 43577, 56184, 58666, 58797, 63702, 68141, 69438, 74490, 83005, 91983, 96163, 104469, 119874, 131991, 135819, 135910, 138261, 140886, 150117, 157326, 158725, 158892, 161200, 161228, 176703, 177077, 182712, 183783, 190987, 191084, 191414, 211870, 227217, 233486, 234558, 237882, 274538, 284438, 290993, 302940, 303614, 307912, 308960, 319014, 349975, 387858, 388856, 392654, 442757, 452527, 452857, 453025, 460560, 493455, 511969, 515892, 533169, 536125, 538353, 551774, 551777]",558983,0.07405714285714285,0.07296,0.0384
3m_future12m,peak_amp_N1,Glutamate synthesis,0.0102,-0.24528102553743303,"[755, 1504, 2844, 18883, 44243, 57305, 75001, 115134, 129921, 172697, 175329, 178519, 180021, 184075, 192901, 196656, 197960, 203374, 222702, 225852, 230183, 230782, 242566, 287305, 345597, 349294, 456425, 463525, 474847, 476252, 478703, 485028, 485622, 491938, 533308, 565071]",574278,0.07597241379310345,0.07431428571428572,0.0408
6m_future12m,peak_amp_N2_corrected,Butyrate synthesis,0.0122,0.32637582556690137,"[18661, 31639, 41816, 42273, 45980, 112406, 144304, 175780, 179080, 299442, 331283, 389694, 439371, 487400, 496921, 497183, 497996, 509643, 510535]",558981,0.08784,0.0864,0.07776
3m_future12m,peak_amp_P1_corrected,Butyrate synthesis,0.0136,0.36242035443690435,"[6205, 26564, 42991, 72303, 132848, 170111, 197248, 290476, 357529, 360240, 372427, 404930, 414390, 435857, 503902]",574278,0.09148235294117646,0.09247999999999999,0.07776
6m_future12m,peak_latency_N1,Acetate synthesis,0.014,-0.16957004253532487,"[403, 4885, 13604, 14205, 20392, 20397, 23919, 24269, 27263, 29386, 30334, 34044, 34476, 35564, 47308, 61705, 69177, 71115, 74279, 84231, 94948, 114156, 140227, 143151, 145917, 187296, 196546, 197781, 197825, 211922, 225663, 226024, 228029, 249391, 249544, 249927, 259690, 259939, 262600, 264021, 281396, 283902, 290006, 298726, 312116, 315467, 316529, 321806, 340233, 348167, 351648, 361058, 371109, 372111, 374110, 375686, 390138, 396668, 399605, 428186, 430256, 439011, 443466, 454914, 457750, 464607, 465059, 472937, 480931, 488869, 492125, 494741, 519740, 532373, 554715]",558983,0.09148235294117646,0.0864,0.056
6m_future12m,peak_latency_P1_corrected,Quinolinic acid degradation,0.0144,0.1913968434115151,"[9637, 10651, 39431, 39535, 51804, 56735, 59994, 60632, 70953, 71108, 81508, 81723, 97217, 100173, 115259, 117035, 139262, 140584, 140723, 143150, 148190, 157127, 157983, 159931, 186121, 193757, 201006, 211963, 247661, 256167, 259376, 262703, 268061, 269413, 297619, 309873, 312893, 320258, 321656, 344420, 367277, 383927, 395048, 405328, 431296, 437352, 445207, 458578, 469263, 479262, 485113, 489958, 525776, 556020]",558681,0.09148235294117646,0.0864,0.0824
6m_future12m,peak_amp_P1_corrected,Tryptophan synthesis,0.0138,0.14899627757072506,"[1718, 1939, 4377, 6021, 6909, 13922, 15407, 17435, 21199, 23925, 26227, 30855, 37872, 44900, 47727, 48313, 50782, 50884, 51821, 58939, 59020, 59566, 60300, 62866, 73981, 75108, 87845, 89195, 90125, 90221, 90381, 90623, 104513, 111720, 116258, 122740, 124759, 127477, 129371, 132654, 148019, 164038, 170473, 177061, 177255, 177505, 177872, 191028, 212760, 213051, 213207, 214080, 216254, 216444, 227906, 229490, 231267, 232215, 235261, 300356, 300375, 300720, 300999, 301089, 304800, 305287, 307312, 309014, 309177, 310513, 311213, 313330, 314510, 331302, 388160, 391310, 391697, 409766, 446536, 450135, 450245, 460357, 478695, 505762, 509449, 517810, 521966, 522818, 523623, 529365, 529567, 537587, 544531, 544932, 546780]",558983,0.09148235294117646,0.0864,0.0414
3m_future12m,peak_latency_N1,Menaquinone synthesis,0.0154,-0.15396700169529556,"[463, 1346, 1566, 3692, 5809, 6762, 8449, 8508, 8739, 9185, 10033, 11041, 21172, 24812, 27416, 28752, 33205, 33794, 35383, 40182, 43458, 59904, 67881, 77751, 83567, 88839, 88986, 89338, 89559, 89775, 100154, 131916, 138800, 174525, 178581, 195851, 197743, 202067, 203979, 215863, 218486, 227998, 237125, 257018, 263479, 292568, 299303, 313041, 321040, 331128, 343572, 348292, 359748, 372746, 391009, 391930, 392167, 395255, 395349, 399409, 399820, 405611, 411680, 426186, 433637, 441057, 441381, 442459, 463296, 465068, 485290, 486963, 487213, 522207, 525364, 531724, 533152, 543952, 547222, 547246, 555390, 561446, 563374, 567436]",574278,0.09504000000000001,0.098175,0.03977142857142857
3m_future12m,peak_amp_P1_corrected,ClpB,0.0178,-0.33203676500037843,"[47896, 62194, 94155, 121902, 136777, 208787, 234045, 255872, 279783, 337134, 430946, 453776, 524352, 531911, 557287, 563094, 572542]",574278,0.1068,0.1068,0.0822
3m_future12m,peak_latency_N1,Butyrate synthesis,0.0216,0.35510732887196284,"[318978, 335617, 339030, 358250, 406698, 407421, 407905, 455029, 458041, 467957, 468758, 472881, 481714, 511832, 518105]",574278,0.11314285714285714,0.11595789473684211,0.07776
3m_future12m,peak_latency_P1_corrected,Quinolinic acid degradation,0.0206,-0.17972501338963498,"[2847, 8425, 9966, 12752, 13131, 44104, 76108, 94772, 115442, 115720, 128087, 128399, 142392, 172370, 172584, 174696, 183592, 185199, 194517, 196592, 199858, 201708, 216472, 218165, 226469, 248636, 254530, 256954, 264666, 270861, 271875, 272191, 274819, 279550, 289530, 313632, 321957, 334716, 344221, 347029, 360949, 362141, 409254, 423343, 430944, 435851, 474076, 480255, 489629, 492955, 500254, 515019, 515084, 515137, 542249]",574278,0.11314285714285714,0.11595789473684211,0.0824
6m_future12m,peak_latency_N1,Menaquinone synthesis,0.021,0.16440053759621448,"[8609, 10634, 15792, 22980, 24340, 36929, 40131, 43140, 44035, 53009, 57990, 61807, 66786, 89482, 92730, 104786, 108357, 112658, 117288, 117564, 133379, 175441, 182209, 182267, 187815, 188358, 221834, 248305, 261261, 292090, 299833, 316568, 317736, 317861, 317984, 330061, 333450, 339581, 344282, 372389, 372609, 382878, 402544, 418034, 422781, 428528, 434906, 434948, 439867, 446444, 465877, 471223, 471880, 472049, 472053, 472178, 477485, 495346, 503906, 507480, 510575, 514570, 526399, 526433, 531484, 534560, 545863, 550632]",558983,0.11314285714285714,0.10904347826086956,0.03977142857142857
6m_future12m,peak_latency_P1_corrected,p-Cresol synthesis,0.0196,0.383964660998606,"[11368, 20602, 21778, 43033, 45486, 46612, 73498, 140905, 312544, 321946, 343602, 407649, 491833]",558681,0.11314285714285714,0.10904347826086956,0.0784
6m_future12m,peak_amp_N1,Tryptophan synthesis,0.022,-0.14065744459486845,"[785, 2841, 7435, 8654, 11060, 12884, 28514, 30712, 31179, 33184, 33264, 34085, 35064, 39563, 40167, 40685, 41881, 41995, 43499, 45496, 52663, 53533, 62052, 63218, 64058, 64135, 64270, 64470, 74773, 80012, 82921, 88133, 89833, 93251, 102168, 116107, 120384, 139486, 139729, 139865, 140608, 142309, 142438, 187620, 187642, 187982, 188244, 188311, 190111, 190502, 192134, 193592, 193745, 194902, 195457, 196850, 197611, 247481, 249896, 250175, 290796, 318811, 320745, 331978, 340692, 348123, 371053, 374647, 378185, 408297, 414235, 420537, 432922, 435300, 437081, 441945, 446351, 447448, 450991, 451004, 451019, 469026, 472534, 476694, 478044, 492626, 500753, 503484, 507085, 511088, 524566, 534849, 545906, 547717, 554671]",558983,0.11314285714285714,0.10904347826086956,0.05279999999999999
6m_future12m,peak_amp_N2_corrected,Menaquinone synthesis,0.0214,-0.16755993593025786,"[13841, 15106, 18133, 23379, 26917, 42942, 45633, 53050, 69771, 73072, 73232, 79730, 85767, 87479, 94227, 105159, 110568, 112396, 114059, 116677, 121868, 131618, 150039, 164747, 169317, 169423, 172236, 175450, 182742, 187038, 196099, 197903, 198119, 198782, 201152, 201188, 210935, 219596, 220052, 226728, 228044, 236852, 236971, 237369, 263328, 268708, 284137, 288726, 291932, 293224, 297218, 339681, 349896, 356720, 356893, 367773, 370311, 371075, 376782, 378291, 392842, 397946, 436031, 437642, 487118, 488377, 493913, 523093]",558981,0.11314285714285714,0.10904347826086956,0.03977142857142857
3m_future12m,peak_latency_P1_corrected,Menaquinone synthesis,0.0232,0.1478304495394539,"[828, 1122, 2131, 2445, 7498, 9890, 12037, 12733, 13853, 14166, 14994, 15279, 17231, 17355, 17807, 18692, 19683, 20298, 20442, 22539, 48344, 58574, 61014, 66182, 66388, 69984, 79651, 82394, 84084, 85535, 88608, 102942, 103317, 112556, 115633, 143477, 147752, 157501, 172124, 176060, 185458, 193464, 197302, 203786, 223180, 240172, 250943, 271900, 272280, 273233, 273916, 274519, 278244, 279401, 288148, 309615, 321522, 321677, 326576, 337885, 348763, 358274, 388187, 406755, 410306, 421235, 421786, 421828, 431883, 436084, 449224, 450506, 451321, 458186, 507571, 508054, 516294, 527389, 544583, 545026, 545373, 546544, 554940, 570617]",574278,0.11653953488372093,0.11831999999999998,0.03977142857142857
6m_future12m,peak_latency_N2_corrected,ClpB,0.0242,-0.32604182386343183,"[10337, 14129, 23281, 116686, 120290, 211441, 225744, 238469, 291489, 371793, 403698, 414296, 451110, 477035, 494182, 528657, 540371]",558983,0.1188,0.11495,0.0822
3m_future12m,peak_latency_N1,Acetate synthesis,0.0278,-0.15305576155143863,"[947, 1091, 1359, 1985, 5184, 6158, 12022, 26982, 39383, 43565, 55379, 88046, 91743, 107249, 123819, 132188, 145425, 146839, 149698, 179057, 192598, 197342, 199445, 220652, 233210, 240308, 242735, 253326, 277470, 279958, 289466, 301997, 303593, 312284, 321058, 322728, 322842, 323359, 323465, 323749, 333571, 346506, 360811, 377836, 386127, 406389, 407883, 408029, 409511, 409539, 413322, 416293, 418445, 419599, 423296, 427393, 434514, 444452, 445883, 485248, 503366, 504203, 506961, 517260, 523649, 525424, 526139, 531395, 533312, 550441, 552588, 554710, 566468]",574278,0.12431020408163264,0.12889090909090908,0.0834
3m_future12m,peak_amp_N2_corrected,ClpB,0.0274,0.31927622170570735,"[55109, 55975, 101275, 126370, 132453, 141423, 144006, 191674, 263170, 291735, 379279, 452133, 468429, 481604, 500289, 501187, 536804]",574278,0.12431020408163264,0.12889090909090908,0.0822
6m_future12m,peak_latency_P1_corrected,Butyrate synthesis,0.0264,0.29716244960468513,"[10567, 43077, 55686, 58738, 127451, 127561, 139433, 143759, 145193, 148763, 187177, 244633, 299198, 316050, 362756, 431626, 513402, 525772, 547596]",558681,0.12431020408163264,0.11663076923076923,0.07776
6m_future12m,peak_amp_P1_corrected,Glutamate synthesis,0.0266,0.18713472879580006,"[7516, 8250, 8295, 13653, 13706, 15923, 29629, 63833, 102512, 104978, 108165, 109729, 126644, 131436, 145717, 151069, 163288, 163397, 185365, 223057, 224525, 228310, 232029, 289932, 292266, 294832, 306626, 315922, 317115, 374893, 380689, 387847, 394409, 400639, 416137, 416889, 418366, 440999, 443844, 445906, 450786, 451651, 455075, 490929, 491659, 498098, 508439, 514174, 521716, 532975, 535613]",558983,0.12431020408163264,0.11663076923076923,0.0798
6m_future12m,peak_amp_P1_corrected,Propionate degradation,0.0282,0.4792352444469888,"[134684, 142214, 144028, 152269, 405436, 453289, 501470]",558983,0.12431020408163264,0.11906666666666667,0.0564
6m_future12m,peak_amp_P1_corrected,Propionate synthesis,0.0302,0.3116656484193163,"[40752, 43112, 145071, 146615, 182495, 218228, 274686, 283881, 288508, 301971, 307730, 394291, 418868, 431315, 445479, 455819]",558983,0.13046400000000002,0.12295714285714285,0.1812
3m_future12m,peak_latency_N2_corrected,Butyrate synthesis,0.0324,-0.3293114827178488,"[16675, 38123, 46721, 68540, 69859, 199066, 210286, 216895, 229641, 245489, 386323, 400051, 427763, 503522, 530896]",574278,0.13195636363636362,0.1411,0.07776
3m_future12m,peak_amp_N2_corrected,Inositol synthesis,0.0332,-0.4402275932923538,"[72961, 123283, 143513, 154259, 158931, 222492, 278788, 474386]",574278,0.13195636363636362,0.1411,0.2624
6m_future12m,peak_amp_P1_corrected,Isovaleric acid synthesis,0.0328,0.23732389057245223,"[18476, 27733, 32391, 83584, 88240, 89125, 105806, 124300, 136586, 146650, 173244, 179231, 216607, 218052, 227659, 231774, 232097, 236437, 291792, 310286, 315822, 341969, 394140, 427543, 470774, 481204, 524290, 536849, 555540]",558983,0.13195636363636362,0.12356129032258063,0.33264
6m_future12m,peak_amp_N2_corrected,Glutamate degradation,0.0334,0.3260860231212631,"[103404, 134332, 358048, 360723, 377176, 385537, 386181, 386201, 386245, 391566, 394612, 408657, 459201, 469529, 517686]",558981,0.13195636363636362,0.12356129032258063,0.2772
6m_future12m,peak_amp_N2_corrected,Propionate degradation,0.0336,-0.46871973089471564,"[167973, 177100, 179377, 189719, 230100, 325367, 513314]",558981,0.13195636363636362,0.12356129032258063,0.05759999999999999
6m_future12m,peak_latency_N1,GABA synthesis,0.0392,-0.3363851919946164,"[93625, 96917, 97365, 110586, 123159, 203379, 203688, 234019, 324550, 350945, 381435, 472435, 554663]",558983,0.15006315789473684,0.1368,0.09408
6m_future12m,peak_latency_N1,Propionate degradation,0.0396,-0.45612206197454935,"[167368, 292230, 321830, 359793, 359941, 389976, 428368]",558983,0.15006315789473684,0.1368,0.05940000000000001
6m_future12m,peak_latency_N2_corrected,Butyrate synthesis,0.041,-0.27355523131326787,"[3016, 41576, 96869, 123885, 223814, 328324, 371520, 389560, 393930, 400695, 402174, 420362, 425589, 445049, 450420, 509975, 510305, 523999, 524010]",558983,0.15268965517241379,0.13747058823529412,0.08125714285714285
3m_future12m,peak_amp_P1_corrected,Quinolinic acid degradation,0.046,-0.16441502849779777,"[6152, 17266, 19187, 26665, 27282, 47836, 50303, 74595, 75935, 84404, 90517, 92794, 129506, 136078, 137507, 155863, 212216, 229072, 237345, 245726, 249018, 250938, 264353, 299369, 324512, 326419, 334104, 339484, 341922, 348612, 348620, 351295, 361817, 373113, 397832, 414608, 423191, 424524, 455517, 467855, 476418, 487022, 488661, 499686, 515198, 523773, 530242, 534269, 534894, 538534, 539601, 558414, 563083, 565963, 570685]",574278,0.16632,0.18768,0.138
6m_future12m,peak_latency_P1_corrected,Glutamate degradation,0.0462,0.30635048490511324,"[9098, 53441, 59792, 208952, 475426, 476291, 480561, 480759, 480764, 481792, 482410, 485235, 511681, 546853, 552462]",558681,0.16632,0.15009999999999998,0.2772
3m_future12m,peak_latency_N1,ClpB,0.048,-0.2885007094027853,"[7479, 57336, 100712, 107873, 145421, 208115, 233278, 241499, 263844, 281985, 304278, 351458, 369433, 378102, 378516, 511979, 568607]",574278,0.16722580645161292,0.18830769230769231,0.1064
6m_future12m,peak_latency_N1,Butyrate synthesis,0.0474,-0.2766112609078676,"[10989, 22411, 73511, 149763, 197790, 222667, 249631, 249757, 250118, 281116, 305254, 311591, 322350, 346397, 353326, 438244, 454912, 492923, 503377]",558983,0.16722580645161292,0.15009999999999998,0.08125714285714285
3m_future12m,peak_latency_N2_corrected,ClpB,0.0532,-0.2837401153011282,"[13087, 112844, 123577, 126152, 167735, 174914, 183916, 203337, 213763, 229707, 263573, 283947, 356990, 406078, 512480, 547111, 550302]",574278,0.1773818181818182,0.20097777777777776,0.1064
6m_future12m,peak_amp_N1,GABA synthesis,0.0532,0.3213532857825037,"[42144, 99396, 102333, 113960, 132328, 203011, 203316, 234893, 359587, 409501, 461666, 513887, 531909]",558983,0.1773818181818182,0.1584307692307692,0.1064
6m_future12m,peak_amp_N1,Inositol degradation,0.0542,0.4308628635218686,"[138461, 348210, 397148, 425274, 476415, 476557, 521270]",558983,0.1773818181818182,0.1584307692307692,0.0813
6m_future12m,peak_amp_N2_corrected,Inositol degradation,0.0542,0.4375662246493448,"[31277, 262831, 304844, 388288, 388504, 518319, 519373]",558981,0.1773818181818182,0.1584307692307692,0.0813
3m_future12m,peak_latency_N2_corrected,Quinolinic acid synthesis,0.0564,-0.26070668584503837,"[2371, 17288, 23720, 50706, 63066, 77041, 103719, 144280, 146031, 152775, 155064, 369638, 370297, 399933, 413714, 428611, 434986, 435752, 532444, 546619]",574278,0.17978823529411764,0.20545714285714284,0.2256
